aid,acid,aeid,asid,assay_source_name,assay_source_long_name,assay_source_desc,assay_name,assay_desc,timepoint_hr,organism_id,organism,tissue,cell_format,cell_free_component_source,cell_short_name,cell_growth_mode,assay_footprint,assay_format_type,assay_format_type_sub,content_readout_type,dilution_solvent,dilution_solvent_percent_max,assay_component_name,assay_component_desc,assay_component_target_desc,parameter_readout_type,assay_design_type,assay_design_type_sub,biological_process_target,detection_technology_type,detection_technology_type_sub,detection_technology,signal_direction_type,key_assay_reagent_type,key_assay_reagent,technological_target_type,technological_target_type_sub,assay_component_endpoint_name,export_ready,internal_ready,assay_component_endpoint_desc,assay_function_type,normalized_data_type,analysis_direction,burst_assay,key_positive_control,signal_direction,intended_target_type,intended_target_type_sub,intended_target_family,intended_target_family_sub,fit_all,reagent_arid,reagent_reagent_name_value,reagent_reagent_name_value_type,reagent_culture_or_assay
5,39,70,3,ATG,Attagene,"Attagene Inc. is a CRO offering a unique screening service using its proprietary multiplexed pathway profiling platform, the FACTORIAL.",ATG_CIS,"ATG_CIS is a cell-based, multiplexed-readout assay that uses HepG2, a human liver cell line, with measurements taken at 24 hours after chemical dosing in a 24-well plate.",24,9606,human,liver,cell line,\N,HepG2,adherent,microplate: 24-well plate,cell-based,cell-based format,multiplexed,DMSO,1,ATG_DR4_LXR_CIS,"ATG_DR4_LXR_CIS, is one of 52 assay component(s) measured or calculated from the ATG_CIS assay. It is designed to make measurements of mRNA induction, a form of inducible reporter, as detected with fluorescence intensity signals by Reverse transcription polymerase chain reaction (RT-PCR) and Capillary electrophoresis technology.","Changes to fluorescence intensity signals are indicative of inducible changes in transcription factor activity. This is quantified by the level of mRNA reporter sequence unique to the cis-acting reporter gene response element LXRE, which is responsive to the endogenous human nuclear receptor subfamily 1, group H, member 2 and nuclear receptor subfamily 1, group H, member 3 [GeneSymbol:NR1H2 & NR1H3 | GeneID:7376 & 10062 | Uniprot_SwissProt_Accession:P55055 & Q13133].",single,inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,Fluorescence intensity,RT-PCR and Capillary electrophoresis,gain,inducer,LXRE RTU,rna,mRNA,ATG_DR4_LXR_CIS_up,1,1,"Data from the assay component ATG_DR4_LXR_CIS was analyzed into 1 assay endpoint.  This assay endpoint, ATG_DR4_LXR_CIS_up, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity.  Using a type of inducible reporter, measures of mRNA for gain-of-signal activity can be used to understand the reporter gene at the transcription factor-level as they relate to the gene NR1H2 and NR1H3.  Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay endpoints where this one serves a reporter gene function.  To generalize the intended target to other relatable targets, this assay endpoint is annotated to the 'nuclear receptor' intended target family, where the subfamily is 'non-steroidal'.",reporter gene,log2_fold_induction,positive,0,\N,gain,protein,transcription factor,nuclear receptor,non-steroidal,0,88|89|90|91|92|93|94|95|96|97|98|99,Cis MRTU library|FuGene 6 reagent|TriZol|DNAse I|oligo(dT) primers|Mo-MLV reverse transcriptase|Taq polymerase|6-carboxyfluorescein 5'-labeled reporter primers|HpaI|37|95|24,inducer|potentiator|extractor|potentiator|cofactor|potentiator|potentiator|coupled substrate|potentiator|media_temp_celcius_min|media_temp_celcius_max|media_time_hr,culture|culture|assay|assay|assay|assay|assay|assay|assay|assay|assay|assay
5,39,1412,3,ATG,Attagene,"Attagene Inc. is a CRO offering a unique screening service using its proprietary multiplexed pathway profiling platform, the FACTORIAL.",ATG_CIS,"ATG_CIS is a cell-based, multiplexed-readout assay that uses HepG2, a human liver cell line, with measurements taken at 24 hours after chemical dosing in a 24-well plate.",24,9606,human,liver,cell line,\N,HepG2,adherent,microplate: 24-well plate,cell-based,cell-based format,multiplexed,DMSO,1,ATG_DR4_LXR_CIS,"ATG_DR4_LXR_CIS, is one of 52 assay component(s) measured or calculated from the ATG_CIS assay. It is designed to make measurements of mRNA induction, a form of inducible reporter, as detected with fluorescence intensity signals by Reverse transcription polymerase chain reaction (RT-PCR) and Capillary electrophoresis technology.","Changes to fluorescence intensity signals are indicative of inducible changes in transcription factor activity. This is quantified by the level of mRNA reporter sequence unique to the cis-acting reporter gene response element LXRE, which is responsive to the endogenous human nuclear receptor subfamily 1, group H, member 2 and nuclear receptor subfamily 1, group H, member 3 [GeneSymbol:NR1H2 & NR1H3 | GeneID:7376 & 10062 | Uniprot_SwissProt_Accession:P55055 & Q13133].",single,inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,Fluorescence intensity,RT-PCR and Capillary electrophoresis,gain,inducer,LXRE RTU,rna,mRNA,ATG_DR4_LXR_CIS_dn,1,1,ATG_DR4_LXR_CIS_dn was not developed or optimized to detect loss of signal. Use data with caution.,reporter gene,log2_fold_induction,negative,0,\N,loss,protein,transcription factor,nuclear receptor,non-steroidal,0,88|89|90|91|92|93|94|95|96|97|98|99,Cis MRTU library|FuGene 6 reagent|TriZol|DNAse I|oligo(dT) primers|Mo-MLV reverse transcriptase|Taq polymerase|6-carboxyfluorescein 5'-labeled reporter primers|HpaI|37|95|24,inducer|potentiator|extractor|potentiator|cofactor|potentiator|potentiator|coupled substrate|potentiator|media_temp_celcius_min|media_temp_celcius_max|media_time_hr,culture|culture|assay|assay|assay|assay|assay|assay|assay|assay|assay|assay
5,40,71,3,ATG,Attagene,"Attagene Inc. is a CRO offering a unique screening service using its proprietary multiplexed pathway profiling platform, the FACTORIAL.",ATG_CIS,"ATG_CIS is a cell-based, multiplexed-readout assay that uses HepG2, a human liver cell line, with measurements taken at 24 hours after chemical dosing in a 24-well plate.",24,9606,human,liver,cell line,\N,HepG2,adherent,microplate: 24-well plate,cell-based,cell-based format,multiplexed,DMSO,1,ATG_DR5_RAR_CIS,"ATG_DR5_RAR_CIS, is one of 52 assay component(s) measured or calculated from the ATG_CIS assay. It is designed to make measurements of mRNA induction, a form of inducible reporter, as detected with fluorescence intensity signals by Reverse transcription polymerase chain reaction (RT-PCR) and Capillary electrophoresis technology.","Changes to fluorescence intensity signals are indicative of inducible changes in transcription factor activity. This is quantified by the level of mRNA reporter sequence unique to the cis-acting reporter gene response element RARE, which is responsive to the endogenous human retinoic acid receptor, alpha and retinoic acid receptor, beta and retinoic acid receptor, gamma [GeneSymbol:RARA & RARB & RARG | GeneID:5914 & 5915 & 5916 | Uniprot_SwissProt_Accession:P10276 & P10826 & P13631].",single,inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,Fluorescence intensity,RT-PCR and Capillary electrophoresis,gain,inducer,RARE RTU,rna,mRNA,ATG_DR5_CIS_up,1,1,"Data from the assay component ATG_DR5_RAR_CIS was analyzed into 1 assay endpoint.  This assay endpoint, ATG_DR5_CIS_up, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity.  Using a type of inducible reporter, measures of mRNA for gain-of-signal activity can be used to understand the reporter gene at the transcription factor-level as they relate to the gene RARA and RARB and RARG.  Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay endpoints where this one serves a reporter gene function.  To generalize the intended target to other relatable targets, this assay endpoint is annotated to the 'nuclear receptor' intended target family, where the subfamily is 'non-steroidal'.",reporter gene,log2_fold_induction,positive,0,9-cis-Retinoic Acid,gain,protein,transcription factor,nuclear receptor,non-steroidal,0,88|89|90|91|92|93|94|95|96|97|98|99,Cis MRTU library|FuGene 6 reagent|TriZol|DNAse I|oligo(dT) primers|Mo-MLV reverse transcriptase|Taq polymerase|6-carboxyfluorescein 5'-labeled reporter primers|HpaI|37|95|24,inducer|potentiator|extractor|potentiator|cofactor|potentiator|potentiator|coupled substrate|potentiator|media_temp_celcius_min|media_temp_celcius_max|media_time_hr,culture|culture|assay|assay|assay|assay|assay|assay|assay|assay|assay|assay
5,40,1413,3,ATG,Attagene,"Attagene Inc. is a CRO offering a unique screening service using its proprietary multiplexed pathway profiling platform, the FACTORIAL.",ATG_CIS,"ATG_CIS is a cell-based, multiplexed-readout assay that uses HepG2, a human liver cell line, with measurements taken at 24 hours after chemical dosing in a 24-well plate.",24,9606,human,liver,cell line,\N,HepG2,adherent,microplate: 24-well plate,cell-based,cell-based format,multiplexed,DMSO,1,ATG_DR5_RAR_CIS,"ATG_DR5_RAR_CIS, is one of 52 assay component(s) measured or calculated from the ATG_CIS assay. It is designed to make measurements of mRNA induction, a form of inducible reporter, as detected with fluorescence intensity signals by Reverse transcription polymerase chain reaction (RT-PCR) and Capillary electrophoresis technology.","Changes to fluorescence intensity signals are indicative of inducible changes in transcription factor activity. This is quantified by the level of mRNA reporter sequence unique to the cis-acting reporter gene response element RARE, which is responsive to the endogenous human retinoic acid receptor, alpha and retinoic acid receptor, beta and retinoic acid receptor, gamma [GeneSymbol:RARA & RARB & RARG | GeneID:5914 & 5915 & 5916 | Uniprot_SwissProt_Accession:P10276 & P10826 & P13631].",single,inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,Fluorescence intensity,RT-PCR and Capillary electrophoresis,gain,inducer,RARE RTU,rna,mRNA,ATG_DR5_CIS_dn,1,1,ATG_DR5_CIS_dn was not developed or optimized to detect loss of signal. Use data with caution.,reporter gene,log2_fold_induction,negative,0,9-cis-Retinoic Acid,loss,protein,transcription factor,nuclear receptor,non-steroidal,0,88|89|90|91|92|93|94|95|96|97|98|99,Cis MRTU library|FuGene 6 reagent|TriZol|DNAse I|oligo(dT) primers|Mo-MLV reverse transcriptase|Taq polymerase|6-carboxyfluorescein 5'-labeled reporter primers|HpaI|37|95|24,inducer|potentiator|extractor|potentiator|cofactor|potentiator|potentiator|coupled substrate|potentiator|media_temp_celcius_min|media_temp_celcius_max|media_time_hr,culture|culture|assay|assay|assay|assay|assay|assay|assay|assay|assay|assay
5,41,72,3,ATG,Attagene,"Attagene Inc. is a CRO offering a unique screening service using its proprietary multiplexed pathway profiling platform, the FACTORIAL.",ATG_CIS,"ATG_CIS is a cell-based, multiplexed-readout assay that uses HepG2, a human liver cell line, with measurements taken at 24 hours after chemical dosing in a 24-well plate.",24,9606,human,liver,cell line,\N,HepG2,adherent,microplate: 24-well plate,cell-based,cell-based format,multiplexed,DMSO,1,ATG_E_Box_CIS,"ATG_E_Box_CIS, is one of 52 assay component(s) measured or calculated from the ATG_CIS assay. It is designed to make measurements of mRNA induction, a form of inducible reporter, as detected with fluorescence intensity signals by Reverse transcription polymerase chain reaction (RT-PCR) and Capillary electrophoresis technology.","Changes to fluorescence intensity signals are indicative of inducible changes in transcription factor activity. This is quantified by the level of mRNA reporter sequence unique to the cis-acting reporter gene Ebox, which is responsive to the endogenous human upstream transcription factor 1 [GeneSymbol:USF1 | GeneID:7391 | Uniprot_SwissProt_Accession:P22415].",single,inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,Fluorescence intensity,RT-PCR and Capillary electrophoresis,gain,inducer,Ebox RTU,rna,mRNA,ATG_E_Box_CIS_up,1,1,"Data from the assay component ATG_E_Box_CIS was analyzed into 1 assay endpoint.  This assay endpoint, ATG_E_Box_CIS_up, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity.  Using a type of inducible reporter, measures of mRNA for gain-of-signal activity can be used to understand the reporter gene at the transcription factor-level as they relate to the gene USF1.  Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay endpoints where this one serves a reporter gene function.  To generalize the intended target to other relatable targets, this assay endpoint is annotated to the 'dna binding' intended target family, where the subfamily is 'basic helix-loop-helix protein'.",reporter gene,log2_fold_induction,positive,0,4-Hydroxynonenal,gain,protein,transcription factor,dna binding,basic helix-loop-helix protein,0,88|89|90|91|92|93|94|95|96|97|98|99,Cis MRTU library|FuGene 6 reagent|TriZol|DNAse I|oligo(dT) primers|Mo-MLV reverse transcriptase|Taq polymerase|6-carboxyfluorescein 5'-labeled reporter primers|HpaI|37|95|24,inducer|potentiator|extractor|potentiator|cofactor|potentiator|potentiator|coupled substrate|potentiator|media_temp_celcius_min|media_temp_celcius_max|media_time_hr,culture|culture|assay|assay|assay|assay|assay|assay|assay|assay|assay|assay
5,41,1424,3,ATG,Attagene,"Attagene Inc. is a CRO offering a unique screening service using its proprietary multiplexed pathway profiling platform, the FACTORIAL.",ATG_CIS,"ATG_CIS is a cell-based, multiplexed-readout assay that uses HepG2, a human liver cell line, with measurements taken at 24 hours after chemical dosing in a 24-well plate.",24,9606,human,liver,cell line,\N,HepG2,adherent,microplate: 24-well plate,cell-based,cell-based format,multiplexed,DMSO,1,ATG_E_Box_CIS,"ATG_E_Box_CIS, is one of 52 assay component(s) measured or calculated from the ATG_CIS assay. It is designed to make measurements of mRNA induction, a form of inducible reporter, as detected with fluorescence intensity signals by Reverse transcription polymerase chain reaction (RT-PCR) and Capillary electrophoresis technology.","Changes to fluorescence intensity signals are indicative of inducible changes in transcription factor activity. This is quantified by the level of mRNA reporter sequence unique to the cis-acting reporter gene Ebox, which is responsive to the endogenous human upstream transcription factor 1 [GeneSymbol:USF1 | GeneID:7391 | Uniprot_SwissProt_Accession:P22415].",single,inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,Fluorescence intensity,RT-PCR and Capillary electrophoresis,gain,inducer,Ebox RTU,rna,mRNA,ATG_E_Box_CIS_dn,1,1,ATG_E_Box_CIS_dn was not developed or optimized to detect loss of signal. Use data with caution.,reporter gene,log2_fold_induction,negative,0,4-Hydroxynonenal,loss,protein,transcription factor,dna binding,basic helix-loop-helix protein,0,88|89|90|91|92|93|94|95|96|97|98|99,Cis MRTU library|FuGene 6 reagent|TriZol|DNAse I|oligo(dT) primers|Mo-MLV reverse transcriptase|Taq polymerase|6-carboxyfluorescein 5'-labeled reporter primers|HpaI|37|95|24,inducer|potentiator|extractor|potentiator|cofactor|potentiator|potentiator|coupled substrate|potentiator|media_temp_celcius_min|media_temp_celcius_max|media_time_hr,culture|culture|assay|assay|assay|assay|assay|assay|assay|assay|assay|assay
5,42,73,3,ATG,Attagene,"Attagene Inc. is a CRO offering a unique screening service using its proprietary multiplexed pathway profiling platform, the FACTORIAL.",ATG_CIS,"ATG_CIS is a cell-based, multiplexed-readout assay that uses HepG2, a human liver cell line, with measurements taken at 24 hours after chemical dosing in a 24-well plate.",24,9606,human,liver,cell line,\N,HepG2,adherent,microplate: 24-well plate,cell-based,cell-based format,multiplexed,DMSO,1,ATG_E2F_CIS,"ATG_E2F_CIS, is one of 52 assay component(s) measured or calculated from the ATG_CIS assay. It is designed to make measurements of mRNA induction, a form of inducible reporter, as detected with fluorescence intensity signals by Reverse transcription polymerase chain reaction (RT-PCR) and Capillary electrophoresis technology.","Changes to fluorescence intensity signals are indicative of inducible changes in transcription factor activity. This is quantified by the level of mRNA reporter sequence unique to the cis-acting reporter gene E2F, which is responsive to the endogenous human E2F transcription factor 1 [GeneSymbol:E2F1 | GeneID:1869 | Uniprot_SwissProt_Accession:Q01094].",single,inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,Fluorescence intensity,RT-PCR and Capillary electrophoresis,gain,inducer,E2F RTU,rna,mRNA,ATG_E2F_CIS_up,1,1,"Data from the assay component ATG_E2F_CIS was analyzed into 1 assay endpoint.  This assay endpoint, ATG_E2F_CIS_up, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity.  Using a type of inducible reporter, measures of mRNA for gain-of-signal activity can be used to understand the reporter gene at the transcription factor-level as they relate to the gene E2F1.  Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay endpoints where this one serves a reporter gene function.  To generalize the intended target to other relatable targets, this assay endpoint is annotated to the 'dna binding' intended target family, where the subfamily is 'E2F transcription factor'.",reporter gene,log2_fold_induction,positive,0,\N,gain,protein,transcription factor,dna binding,E2F transcription factor,0,88|89|90|91|92|93|94|95|96|97|98|99,Cis MRTU library|FuGene 6 reagent|TriZol|DNAse I|oligo(dT) primers|Mo-MLV reverse transcriptase|Taq polymerase|6-carboxyfluorescein 5'-labeled reporter primers|HpaI|37|95|24,inducer|potentiator|extractor|potentiator|cofactor|potentiator|potentiator|coupled substrate|potentiator|media_temp_celcius_min|media_temp_celcius_max|media_time_hr,culture|culture|assay|assay|assay|assay|assay|assay|assay|assay|assay|assay
5,42,1414,3,ATG,Attagene,"Attagene Inc. is a CRO offering a unique screening service using its proprietary multiplexed pathway profiling platform, the FACTORIAL.",ATG_CIS,"ATG_CIS is a cell-based, multiplexed-readout assay that uses HepG2, a human liver cell line, with measurements taken at 24 hours after chemical dosing in a 24-well plate.",24,9606,human,liver,cell line,\N,HepG2,adherent,microplate: 24-well plate,cell-based,cell-based format,multiplexed,DMSO,1,ATG_E2F_CIS,"ATG_E2F_CIS, is one of 52 assay component(s) measured or calculated from the ATG_CIS assay. It is designed to make measurements of mRNA induction, a form of inducible reporter, as detected with fluorescence intensity signals by Reverse transcription polymerase chain reaction (RT-PCR) and Capillary electrophoresis technology.","Changes to fluorescence intensity signals are indicative of inducible changes in transcription factor activity. This is quantified by the level of mRNA reporter sequence unique to the cis-acting reporter gene E2F, which is responsive to the endogenous human E2F transcription factor 1 [GeneSymbol:E2F1 | GeneID:1869 | Uniprot_SwissProt_Accession:Q01094].",single,inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,Fluorescence intensity,RT-PCR and Capillary electrophoresis,gain,inducer,E2F RTU,rna,mRNA,ATG_E2F_CIS_dn,1,1,ATG_E2F_CIS_dn was not developed or optimized to detect loss of signal. Use data with caution.,reporter gene,log2_fold_induction,negative,0,\N,loss,protein,transcription factor,dna binding,E2F transcription factor,0,88|89|90|91|92|93|94|95|96|97|98|99,Cis MRTU library|FuGene 6 reagent|TriZol|DNAse I|oligo(dT) primers|Mo-MLV reverse transcriptase|Taq polymerase|6-carboxyfluorescein 5'-labeled reporter primers|HpaI|37|95|24,inducer|potentiator|extractor|potentiator|cofactor|potentiator|potentiator|coupled substrate|potentiator|media_temp_celcius_min|media_temp_celcius_max|media_time_hr,culture|culture|assay|assay|assay|assay|assay|assay|assay|assay|assay|assay
5,43,74,3,ATG,Attagene,"Attagene Inc. is a CRO offering a unique screening service using its proprietary multiplexed pathway profiling platform, the FACTORIAL.",ATG_CIS,"ATG_CIS is a cell-based, multiplexed-readout assay that uses HepG2, a human liver cell line, with measurements taken at 24 hours after chemical dosing in a 24-well plate.",24,9606,human,liver,cell line,\N,HepG2,adherent,microplate: 24-well plate,cell-based,cell-based format,multiplexed,DMSO,1,ATG_EGR_CIS,"ATG_EGR_CIS, is one of 52 assay component(s) measured or calculated from the ATG_CIS assay. It is designed to make measurements of mRNA induction, a form of inducible reporter, as detected with fluorescence intensity signals by Reverse transcription polymerase chain reaction (RT-PCR) and Capillary electrophoresis technology.","Changes to fluorescence intensity signals are indicative of inducible changes in transcription factor activity. This is quantified by the level of mRNA reporter sequence unique to the cis-acting reporter gene EGR, which is responsive to the endogenous human early growth response 1 [GeneSymbol:EGR1 | GeneID:1958 | Uniprot_SwissProt_Accession:P18146].",single,inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,Fluorescence intensity,RT-PCR and Capillary electrophoresis,gain,inducer,EGR RTU,rna,mRNA,ATG_EGR_CIS_up,1,1,"Data from the assay component ATG_EGR_CIS was analyzed into 1 assay endpoint.  This assay endpoint, ATG_EGR_CIS_up, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity.  Using a type of inducible reporter, measures of mRNA for gain-of-signal activity can be used to understand the reporter gene at the transcription factor-level as they relate to the gene EGR1.  Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay endpoints where this one serves a reporter gene function.  To generalize the intended target to other relatable targets, this assay endpoint is annotated to the 'dna binding' intended target family, where the subfamily is 'zinc finger'.",reporter gene,log2_fold_induction,positive,0,\N,gain,protein,transcription factor,dna binding,zinc finger,0,88|89|90|91|92|93|94|95|96|97|98|99,Cis MRTU library|FuGene 6 reagent|TriZol|DNAse I|oligo(dT) primers|Mo-MLV reverse transcriptase|Taq polymerase|6-carboxyfluorescein 5'-labeled reporter primers|HpaI|37|95|24,inducer|potentiator|extractor|potentiator|cofactor|potentiator|potentiator|coupled substrate|potentiator|media_temp_celcius_min|media_temp_celcius_max|media_time_hr,culture|culture|assay|assay|assay|assay|assay|assay|assay|assay|assay|assay
5,43,1416,3,ATG,Attagene,"Attagene Inc. is a CRO offering a unique screening service using its proprietary multiplexed pathway profiling platform, the FACTORIAL.",ATG_CIS,"ATG_CIS is a cell-based, multiplexed-readout assay that uses HepG2, a human liver cell line, with measurements taken at 24 hours after chemical dosing in a 24-well plate.",24,9606,human,liver,cell line,\N,HepG2,adherent,microplate: 24-well plate,cell-based,cell-based format,multiplexed,DMSO,1,ATG_EGR_CIS,"ATG_EGR_CIS, is one of 52 assay component(s) measured or calculated from the ATG_CIS assay. It is designed to make measurements of mRNA induction, a form of inducible reporter, as detected with fluorescence intensity signals by Reverse transcription polymerase chain reaction (RT-PCR) and Capillary electrophoresis technology.","Changes to fluorescence intensity signals are indicative of inducible changes in transcription factor activity. This is quantified by the level of mRNA reporter sequence unique to the cis-acting reporter gene EGR, which is responsive to the endogenous human early growth response 1 [GeneSymbol:EGR1 | GeneID:1958 | Uniprot_SwissProt_Accession:P18146].",single,inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,Fluorescence intensity,RT-PCR and Capillary electrophoresis,gain,inducer,EGR RTU,rna,mRNA,ATG_EGR_CIS_dn,1,1,ATG_EGR_CIS_dn was not developed or optimized to detect loss of signal. Use data with caution.,reporter gene,log2_fold_induction,negative,0,\N,loss,protein,transcription factor,dna binding,zinc finger,0,88|89|90|91|92|93|94|95|96|97|98|99,Cis MRTU library|FuGene 6 reagent|TriZol|DNAse I|oligo(dT) primers|Mo-MLV reverse transcriptase|Taq polymerase|6-carboxyfluorescein 5'-labeled reporter primers|HpaI|37|95|24,inducer|potentiator|extractor|potentiator|cofactor|potentiator|potentiator|coupled substrate|potentiator|media_temp_celcius_min|media_temp_celcius_max|media_time_hr,culture|culture|assay|assay|assay|assay|assay|assay|assay|assay|assay|assay
5,44,75,3,ATG,Attagene,"Attagene Inc. is a CRO offering a unique screening service using its proprietary multiplexed pathway profiling platform, the FACTORIAL.",ATG_CIS,"ATG_CIS is a cell-based, multiplexed-readout assay that uses HepG2, a human liver cell line, with measurements taken at 24 hours after chemical dosing in a 24-well plate.",24,9606,human,liver,cell line,\N,HepG2,adherent,microplate: 24-well plate,cell-based,cell-based format,multiplexed,DMSO,1,ATG_ERE_CIS,"ATG_ERE_CIS, is one of 52 assay component(s) measured or calculated from the ATG_CIS assay. It is designed to make measurements of mRNA induction, a form of inducible reporter, as detected with fluorescence intensity signals by Reverse transcription polymerase chain reaction (RT-PCR) and Capillary electrophoresis technology.","Changes to fluorescence intensity signals are indicative of inducible changes in transcription factor activity. This is quantified by the level of mRNA reporter sequence unique to the cis-acting reporter gene response element ERE, which is responsive to the endogenous human estrogen receptor 1 [GeneSymbol:ESR1 | GeneID:2099 | Uniprot_SwissProt_Accession:P03372].",single,inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,Fluorescence intensity,RT-PCR and Capillary electrophoresis,gain,inducer,ERE RTU,rna,mRNA,ATG_ERE_CIS_up,1,1,"Data from the assay component ATG_ERE_CIS was analyzed into 1 assay endpoint.  This assay endpoint, ATG_ERE_CIS_up, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity.  Using a type of inducible reporter, measures of mRNA for gain-of-signal activity can be used to understand the reporter gene at the transcription factor-level as they relate to the gene ESR1.  Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay endpoints where this one serves a reporter gene function.  To generalize the intended target to other relatable targets, this assay endpoint is annotated to the 'nuclear receptor' intended target family, where the subfamily is 'steroidal'.",reporter gene,log2_fold_induction,positive,0,17b-estradiol,gain,protein,transcription factor,nuclear receptor,steroidal,0,88|89|90|91|92|93|94|95|96|97|98|99,Cis MRTU library|FuGene 6 reagent|TriZol|DNAse I|oligo(dT) primers|Mo-MLV reverse transcriptase|Taq polymerase|6-carboxyfluorescein 5'-labeled reporter primers|HpaI|37|95|24,inducer|potentiator|extractor|potentiator|cofactor|potentiator|potentiator|coupled substrate|potentiator|media_temp_celcius_min|media_temp_celcius_max|media_time_hr,culture|culture|assay|assay|assay|assay|assay|assay|assay|assay|assay|assay
5,44,1419,3,ATG,Attagene,"Attagene Inc. is a CRO offering a unique screening service using its proprietary multiplexed pathway profiling platform, the FACTORIAL.",ATG_CIS,"ATG_CIS is a cell-based, multiplexed-readout assay that uses HepG2, a human liver cell line, with measurements taken at 24 hours after chemical dosing in a 24-well plate.",24,9606,human,liver,cell line,\N,HepG2,adherent,microplate: 24-well plate,cell-based,cell-based format,multiplexed,DMSO,1,ATG_ERE_CIS,"ATG_ERE_CIS, is one of 52 assay component(s) measured or calculated from the ATG_CIS assay. It is designed to make measurements of mRNA induction, a form of inducible reporter, as detected with fluorescence intensity signals by Reverse transcription polymerase chain reaction (RT-PCR) and Capillary electrophoresis technology.","Changes to fluorescence intensity signals are indicative of inducible changes in transcription factor activity. This is quantified by the level of mRNA reporter sequence unique to the cis-acting reporter gene response element ERE, which is responsive to the endogenous human estrogen receptor 1 [GeneSymbol:ESR1 | GeneID:2099 | Uniprot_SwissProt_Accession:P03372].",single,inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,Fluorescence intensity,RT-PCR and Capillary electrophoresis,gain,inducer,ERE RTU,rna,mRNA,ATG_ERE_CIS_dn,1,1,ATG_ERE_CIS_dn was not developed or optimized to detect loss of signal. Use data with caution.,reporter gene,log2_fold_induction,negative,0,17b-estradiol,loss,protein,transcription factor,nuclear receptor,steroidal,0,88|89|90|91|92|93|94|95|96|97|98|99,Cis MRTU library|FuGene 6 reagent|TriZol|DNAse I|oligo(dT) primers|Mo-MLV reverse transcriptase|Taq polymerase|6-carboxyfluorescein 5'-labeled reporter primers|HpaI|37|95|24,inducer|potentiator|extractor|potentiator|cofactor|potentiator|potentiator|coupled substrate|potentiator|media_temp_celcius_min|media_temp_celcius_max|media_time_hr,culture|culture|assay|assay|assay|assay|assay|assay|assay|assay|assay|assay
